,Country,Region,Regulated Designation,Grape variety,Degree of alcohol,Sugar content,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,productReviews,image_link,Designation of origin,Classification,Special feature
6338,France,"Vallée de la Loire, Centre Loire",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,SCEV François Crochet,La Céleste Levure inc.,13914936,03760108130036,,13914936,François Crochet Sancerre rouge,Products,36.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13914936-1_1595609147.png,Sancerre,,
6339,Australia,"Victoria, Strathbogie Ranges",Table wine,Cabernet 100 %,14 %,2.4 g/L,Red,750 ml,Fowles Wines,Tocade,12885184,09316572400133,,12885184,Fowles Wines Are You Game Cabernet-Sauvignon Victoria,Products,19.55,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12885184-1_1578413117.png,,,
6340,Australia,"Victoria, Strathbogie Ranges",Table wine,"Pinot grigio 89 %, Arneis 6 %, Riesling 5 %",13.5 %,5.7 g/L,White,750 ml,Fowles Wines,Tocade,13503715,09316572400171,,13503715,Fowles Wine Are You Game? Pinot Grigio Victoria,Products,19.6,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13503715-1_1578536719.png,,,
6341,France,"Vallée de la Loire, Centre Loire",(AOC/AOP) Appellation origine controlée/protégée,Sauvignon blanc 100 %,13 %,3.4 g/L,White,750 ml,SCEV François Crochet,La Céleste Levure inc.,13914928,03760108130012,,13914928,François Crochet Sancerre blanc,Products,34.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13914928-1_1578545710.png,Sancerre,,Organic product
6342,United States,Oregon,Table wine,Pinot noir 100 %,13.5 %,7.1 g/L,Red,750 ml,Francis Ford Coppola,Noble Sélection,14259574,00739958174524,,14259574,Francis Coppola Diamond Collection Pinot Noir Oregon,Products,28.85,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14259574-1_1583425834.png,,,
6343,France,"Vallée de la Loire, Touraine",(AOC/AOP) Appellation origine controlée/protégée,Chenin blanc 100 %,12.5 %,2.5 g/L,White,750 ml,GAEC François Chidaine,Le Maitre de Chai (GB),13020158,08026080001432,,13020158,François Chidaine Les Argiles,Products,42.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13020158-1_1581312328.png,Vouvray,,
6344,Argentina,Mendoza,Dénomination origine (DOC),"Malbec 70 %, Cot 30 %",14 %,,Red,750 ml,Bodega Piedra Negra (François Lurton),Société de Vins Fins Ltée.,14204397,00635335412961,,14204397,Francois Lurton Bodega Piedra Negra L'esprit de Chacayes,Products,35,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14204397-1_1605810337.png,San Rafael,,Organic product
6345,United States,California,Table wine,Sauvignon blanc 100 %,13 %,3.9 g/L,White,750 ml,Francis Ford Coppola,Noble Sélection,13640154,00739958034606,,13640154,Francis Ford Coppola Diamond Sauvignon Blanc Californie,Products,24.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13640154-1_1593714366.png,,,
6346,Italy,Umbria,DOP/DOC Denominazione di orgine controllata / protetta,Trebbiano Spoletino B 100 %,13 %,,White,750 ml,Francesco Mariani,LEnoteca di Moreno de Marchi,14501957,00643657602205,,14501957,Francesco Mariani Raina Spoleto,Products,24.25,false,simple,5,1,,Spoleta,,Organic product
6347,United States,California,Table wine,Pinot noir 100 %,13.5 %,9.5 g/L,Red,750 ml,Francis Ford Coppola,Noble Sélection,14038114,00739958168042,,14038114,Francis Ford Coppola Pinot Noir Bee's Box,Products,29.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14038114-1_1578549921.png,,,
6348,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.7 %,1.4 g/L,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,12247684,08033286010373,,12247684,Fratelli Alessandria Gramolere Barolo,Products,81.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12247684-1_1580661910.png,Barolo,,
6349,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Viognier 100 %,14 %,,White,750 ml,SARL François Villard,Noble Sélection,11545057,03760090460043,,11545057,François Villard De Poncins,Products,97.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11545057-1_1580622914.png,Condrieu,,
6350,France,"Languedoc-Roussillon, Pays dOc",(VDP/IGP) Vin de pays/Indication géographique protégée,"White grenache 80 %, Sauvignon blanc 20 %",12.5 %,3.7 g/L,White,750 ml,F. Lurton,Société de Vins Fins Ltée.,13805975,00635335160442,,13805975,François Lurton Les Hauts de Janeil Pays d'Oc,Products,14,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13805975-1_1578542709.png,,,
6351,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Syrah 100 %,13 %,2 g/L,Red,750 ml,SARL François Villard,Noble Sélection,11696980,03760090460135,,11696980,François Villard Reflet,Products,76.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11696980-1_1580626211.png,Saint-Joseph,,
6352,France,,Wine of France,Viognier 100 %,13 %,1.8 g/L,White,750 ml,SARL François Villard,Noble Sélection,13341314,03760090460098,,13341314,François Villard Les Contours de Deponcins,Products,38.75,false,simple,0,,,,,
6353,France,"Bourgogne, Côte Chalonnaise/Côte du Couchois",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,,White,750 ml,François Raquillet,,14558611,04000145586113,,14558611,Francois Raquillet Mercurey Vieilles Vignes,Products,39.25,false,simple,0,,,Mercurey,,
6354,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,,White,750 ml,SARL François Mikulski,Vini-Vins Inc.,14163644,04000141636447,,14163644,François Mikulski Meursault Poruzots,Products,147.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14163644-1_1578553209.png,Meursault,,
6355,France,"Sud-Ouest, Côtes de Gascogne",(VDP/IGP) Vin de pays/Indication géographique protégée,Sauvignon blanc 100 %,12 %,2.9 g/L,White,750 ml,F. Lurton,Société de Vins Fins Ltée.,12202398,00635335646588,,12202398,François Lurton Côtes de Gascogne Les Fumées Blanches Réserve,Products,17.1,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12202398-1_1608062824.png,,,Organic product
6356,France,"Bourgogne, Bourgogne",(AOC/AOP) Appellation origine controlée/protégée,Aligoté 100 %,12 %,1.7 g/L,White,750 ml,François Martenot,Divin Paradis Inc.,14169026,03120581439796,,14169026,François Martenot Jean-Luc Maldant Bourgogne Aligoté,Products,24.45,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14169026-1_1582145732.png,Bourgogne Aligoté,,
6357,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Vermentino 85 %, Chardonnay 15 %",12.5 %,2.3 g/L,White,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,13111906,08033286010410,,13111906,Fratelli Alessandria Favorita Langhe,Products,26,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13111906-1_1581314115.png,Langhe,,
6358,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Viognier 100 %,14 %,,White,750 ml,SARL François Villard,Noble Sélection,13158940,03760090460029,,13158940,François Villard Le Grand Vallon,Products,74,false,simple,0,,,Condrieu,,
6359,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.9 %,,Red,1.5 L,Az. Agr. Fratelli Alessandria,Oenopole Inc.,13432697,08033286010434,,13432697,Fratelli Alessandria Barolo,Products,115.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13432697-1_1578535810.png,Barolo,,
6360,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,,White,750 ml,SARL François Mikulski,Vini-Vins Inc.,13519004,04000135190047,,13519004,François Mikulski Meursault Poruzots,Products,151.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13519004-1_1578537012.png,Meursault,,
6361,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Viognier 100 %,14 %,,White,750 ml,SARL François Villard,Noble Sélection,14114199,04000141141996,,14114199,François Villard Condrieu Les Terrasses du Palat,Products,80,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14114199-1_1578552016.png,Condrieu,,
6362,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Syrah 100 %,13 %,2.2 g/L,Red,750 ml,SARL François Villard,Noble Sélection,12474019,03760090460340,,12474019,François Villard Crozes-Hermitage Certitude,Products,36.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12474019-1_1580666414.png,Crozes-Hermitage,,
6363,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Dolcetto 100 %,13 %,1.3 g/L,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,11580186,08033286010267,,11580186,Fratelli Alessandria Dolcetto d'Alba,Products,23.55,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11580186-1_1580623539.png,Dolcetto dAlba,,
6364,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Aligoté 100 %,12 %,,White,750 ml,SARL François Mikulski,Vini-Vins Inc.,14419902,03760186401202,,14419902,François Mikulski Bourgogne Aligoté,Products,29.75,false,simple,0,0,,Bourgogne Aligoté,,
6365,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Syrah 100 %,13 %,,Red,750 ml,SARL François Villard,Noble Sélection,13587744,04000135877443,,13587744,François Villard Le Gallet Blanc,Products,99.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13587744-1_1580258415.png,Côte Rôtie,,
6366,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Cabernet sauvignon 50 %, Merlot 50 %",13 %,1.8 g/L,Red,750 ml,Château Phélan-Ségur SA,Univins et spiritueux Inc,11873641,03468171821126,,11873641,Frank Phélan Saint Estèphe,Products,51.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11873641-1_1580628312.png,Saint-Estèphe,,
6367,France,"Vallée de la Loire, Touraine",(AOC/AOP) Appellation origine controlée/protégée,Chenin blanc 100 %,13 %,5 g/L,White,750 ml,François-Xavier Barc,Sélection Rezin (vins),14159910,03760087931884,,14159910,François-Xavier Barc Montlouis-sur-Loire La Grande Parcelle,Products,23.85,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14159910-1_1578552918.png,Montlouis-sur-Loire,,
6368,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Viognier 100 %,14 %,,White,750 ml,SARL François Villard,Noble Sélection,14326001,04000143260015,,14326001,François Villard Le Grand Vallon,Products,81.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14326001-1_1580353213.png,Condrieu,,
6369,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,&lt;1.2 g/L,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,12383854,08033286010380,,12383854,Fratelli Alessandria Barolo,Products,55.25,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12383854-1_1580663725.png,Barolo,,
6370,France,Languedoc-Roussillon,(AOC/AOP) Appellation origine controlée/protégée,"Grenache 46 %, Carignan 32 %, Syrah 22 %",14.5 %,2.1 g/L,Red,750 ml,F. Lurton,Société de Vins Fins Ltée.,13483347,00635335353479,,13483347,François Lurton Côtes du Roussillon-Villages Mas Janeil,Products,21.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13483347-1_1578536418.png,Côtes du Roussillon,,
6371,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,15 %,2 g/L,Red,750 ml,FRANCONE SAS,Les Vins de Babylone Inc.,13679420,00793596548987,,13679420,Francone Barbaresco Gallina,Products,42,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13679420-1_1578540617.png,Barbaresco,,
6372,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Frédéric Magnien,La Céleste Levure inc.,14190706,04000141907066,,14190706,Frederic Magnien Morey Saint Denis Premier Cru Ruchots,Products,95.75,false,simple,0,,,Morey-Saint-Denis Premier Cru,,
6373,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 90 %, Merlot 10 %",13.5 %,1.7 g/L,Red,750 ml,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,13860270,08007425162162,,13860270,Frescobaldi Tenuta Perano Chianti Classico,Products,23.6,false,simple,5,1,https://www.saq.com/media/catalog/product/1/3/13860270-1_1578543924.png,Chianti Classico,Classico,
6374,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,14 %,3.1 g/L,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,12034195,08033286010250,,12034195,Fratteli Allessandria Priòra,Products,36,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12034195-1_1580658910.png,Barbera dAlba,Superiore,
6375,United States,Washington,American Viticultural Areas (AVA),"Cabernet sauvignon 55 %, Cabernet franc 19 %, Merlot 18 %, Petit verdot 8 %",14.5 %,,Red,750 ml,Spring Valley Vineyards,Vins Philippe Dandurand Ltée,13621607,00088586002113,,13621607,Frederick Sping Valley Vineyards Walla Walla Valley,Products,80,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13621607-1_1578539412.png,Walla Walla Valley,,
6376,United States,"California, Inland Valleys",American Viticultural Areas (AVA),Chardonnay 100 %,13.5 %,4.7 g/L,White,750 ml,Michael-David Winery,Importation Épicurienne Inc,14530281,00652935100531,,14530281,Freakshow Chardonnay Lodi,Products,25,false,simple,0,,,Lodi,,
6377,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,15 %,,Red,1.5 L,Az. Agr. Fratelli Alessandria,Oenopole Inc.,14577231,04000145772318,,14577231,Fratelli Alessandria Monvigliero Barolo,Products,183,false,simple,0,,,Barolo,,
6378,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 90 %, Other grape variety (ies) 10 %",13 %,2 g/L,Red,375 ml,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,907568,08007425000150,,907568,Frescobaldi di Chianti Rùfina Nipozzano Riserva,Products,15,false,simple,0,0,https://www.saq.com/media/catalog/product/9/0/907568-1_1580607615.png,Chianti Rufina,Riserva,
6379,Spain,"Le Plateau (Meseta), Castilla",Vino de la tierra,Moscatel 100 %,0.1 %,56 g/L,White,750 ml,Freixenet SA,Les Sélections François Fréchette,13344726,08410384050072,,13344726,Freixenet Legero White Alcohol Free,Products,10.4,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13344726-1_1578534609.png,,,
6380,Germany,Rheinhessen,Qualitatswein bestimmter Anbaugebiete (QbA),Riesling 100 %,12.5 %,4.7 g/L,White,750 ml,Weingut Frey,Corporation Bella Vita International,13839745,04260485532342,,13839745,Frey Estate Organic Riesling,Products,20,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13839745-1_1578543312.png,Rheinhessen,,Organic product
6381,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Frédéric Magnien,La Céleste Levure inc.,13561085,03760118323312,,13561085,Frederic Magnien Morey Saint Denis Premier Cru Ruchots,Products,88.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13561085-1_1578537614.png,Morey-Saint-Denis Premier Cru,,
6382,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Pelaverga Piccolo 100 %,13.1 %,1.4 g/L,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,11863021,08033286010281,,11863021,Fratteli Allessandria Verduno Pelaverga Speziale,Products,30.25,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11863021-1_1580628010.png,Verduno Pelaverga / Verduno,,
6383,Italy,Tuscany,DOP/DOC Denominazione di orgine controllata / protetta,"Acadie blanc 40 %, Trebbiano 40 %, San Colombano 20 %",14.5 %,,White,375 ml,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,14462290,08007425112389,,14462290,Frescobaldi Castello di Pomino Vinsanto,Products,39,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14462290-1_1584984923.png,Pomino,Vino santo,
6384,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,14577222,04000145772226,,14577222,Fratelli Alessandria San Lorenzo Barolo,Products,74.5,false,simple,0,,,Barolo,,
6385,United States,"California, North Coast",American Viticultural Areas (AVA),"Merlot 79 %, Petit verdot 9 %, Cabernet sauvignon 6 %, Malbec 6 %",14.5 %,2.4 g/L,Red,750 ml,Freemark Abbey Winery,Vins et spiritueux Breakthru Canada inc.,13918566,00015917026975,,13918566,Freemark Abbey Napa Valley Merlot,Products,45,false,simple,0,,,Napa Valley,,
6386,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Frédéric Magnien,La Céleste Levure inc.,13900340,04000139004036,,13900340,Frederic Magnien Morey Saint Denis Premier Cru Ruchots,Products,93.25,false,simple,0,,,Morey-Saint-Denis Premier Cru,,
6387,United States,"California, North Coast",American Viticultural Areas (AVA),Sauvignon blanc 100 %,14.5 %,2.9 g/L,White,750 ml,Frei Brothers Vineyards,Gallo Canada Ltée (E. &amp; J.),14559542,00085000015827,,14559542,Frei Brothers Sauvignon Blanc Sonoma Reserve Russian River Valley,Products,26.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14559542-1_1603914368.png,Russian River Valley,,
6388,Germany,Rheinhessen,Qualitatswein bestimmter Anbaugebiete (QbA),Pinot gris 100 %,13 %,5.3 g/L,White,750 ml,Weingut Frey,Corporation Bella Vita International,13919964,04260485532359,,13919964,Frey Pinot Gris Rheinhessen,Products,19.8,false,simple,0,,,Rheinhessen,,Organic product
6389,United States,"California, Inland Valleys",American Viticultural Areas (AVA),"Cabernet sauvignon 93 %, Petite sirah 7 %",14.5 %,5.4 g/L,Red,750 ml,Michael-David Winery,Importation Épicurienne Inc,12612733,00652935100333,,12612733,Freakshow Cabernet-Sauvignon,Products,28.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12612733-1_1578359414.png,Lodi,,
6390,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Frédéric Magnien,La Céleste Levure inc.,13561077,03760118323411,,13561077,Frederic Magnien Chambolle Musigny Premier Cru Borniques,Products,111.25,false,simple,0,,,Chambolle-Musigny Premier Cru,,
6391,France,Beaujolais,(AOC/AOP) Appellation origine controlée/protégée,Gamay 100 %,13.5 %,1.3 g/L,Red,750 ml,Frederic SORNIN,Vin Oui Inc,14255987,03760011906841,,14255987,Frederic Sornin Morgon Les Charmes,Products,25.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14255987-1_1604431835.png,Morgon,,
6392,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,14.5 %,3.2 g/L,Red,750 ml,Fratelli Giacosa snc,Sélections Vinealis Inc. (GB),14453916,08003738100303,,14453916,Fratelli Giacosa Bussia Canavere Barbera d'Alba,Products,21,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14453916-1_1594328131.png,Barbera dAlba,,
6393,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,2.3 g/L,Red,750 ml,Az. Agr. Fratelli Alessandria,Oenopole Inc.,12401178,08033286010397,,12401178,Fratelli Alessandria Monvigliero Barolo,Products,90.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12401178-1_1580664321.png,Barolo,,
6394,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Frédéric Magnien,La Céleste Levure inc.,14190909,04000141909091,,14190909,Frederic Magnien Chambolle Musigny Premier Cru Borniques,Products,120.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14190909-1_1582896312.png,Chambolle-Musigny Premier Cru,,
6395,Italy,"Tuscany, Toscana",IGP/IGT Indicazione Geografica protetta / tipica,"Syrah 95 %, Vermentino 5 %",12 %,3.9 g/L,Pink,750 ml,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,13681714,08007425161868,,13681714,Frescobaldi Alie Rosé,Products,23.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13681714-1_1578540619.png,,,
6396,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 92 %, Cabernet franc 8 %",14.5 %,,Red,750 ml,SC du Château Nénin,,14467541,03701368681104,,14467541,Fugue de Nénin Pomerol,Products,80.5,false,simple,0,,,Pomerol,,
6397,Spain,"Le Plateau (Meseta), Castilla",Vino de la tierra,Macabeo 100 %,14 %,1.3 g/L,White,750 ml,Bodegas Frontonio,Vinicolor-Les Vins Alexandre St-Pierre,14083409,00635346436758,,14083409,Frontonio Microcosmico Valdejalon,Products,22.85,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14083409-1_1602703865.png,,,
6398,Germany,Rheinhessen,Qualitatswein bestimmter Anbaugebiete (QbA),Pinot noir 100 %,13.5 %,1.3 g/L,Red,750 ml,Weingut Frey,Corporation Bella Vita International,13912666,04260485532014,,13912666,Frey Pinot Noir Rheinhessen,Products,26.2,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13912666-1_1578545423.png,Rheinhessen,,Organic product
6399,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,,13.5 %,2.2 g/L,Red,750 ml,SC du Château Nénin,,13208222,03700188037184,,13208222,Fugue de Nénin,Products,57.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13208222-1_1578442216.png,Pomerol,,
6400,Spain,"Le Plateau (Meseta), Castilla",Vino de la tierra,Garnacha tintorera 100 %,14 %,,Red,750 ml,Bodegas Frontonio,Vinicolor-Les Vins Alexandre St-Pierre,14083441,00635131098161,,14083441,Frontonio Telescopico Valdejalon,Products,28.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14083441-1_1578551123.png,,,
6401,France,"Languedoc-Roussillon, Pays dOc",(VDP/IGP) Vin de pays/Indication géographique protégée,"Sauvignon blanc 50 %, Viognier 50 %",11 %,2 g/L,White,750 ml,Les Celliers Jean dAlibert,Vins Balthazard Inc. (CAD),12783305,03760172990147,,12783305,Frou Frou Viognier Sauvignon Blanc,Products,16.6,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12783305-1_1578410112.png,,,
6402,Argentina,"Mendoza, Mendoza",Indication géographique (IG),"Malbec, Syrah",13.5 %,2.6 g/L,Red,375 ml,Fuzion Wines,Les Sélections François Fréchette,11184933,07791728023107,,11184933,Fuzion Shiraz / Malbec Mendoza,Products,5.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11184933-1_1590503412.png,,,
6403,Spain,Côte Méditerranéenne,Denominación de origen (DO),Verdejo 100 %,12.5 %,6.7 g/L,White,750 ml,Vicente Gandia Pla SA,À INACTIVKirkwood Diamond Canada Partner,11833411,08410310609213,,11833411,Fusta Nova Verdejo,Products,17.45,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11833411-1_1580627421.png,Valencia,,
6404,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,1.5 g/L,Red,750 ml,G.D. Vajra,Montalvin Inc. (GB),13788001,08026720111323,,13788001,G.D. Vajra Albe Barolo,Products,50.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13788001-1_1583867113.png,Barolo,,
6405,Argentina,"Mendoza, Mendoza",Indication géographique (IG),"Chenin blanc 70 %, Torrontes 30 %",13 %,1.4 g/L,White,1 L,Familia Zuccardi,Les Sélections François Fréchette,10977173,07791728022698,,10977173,Fuzion Chenin-Torrontes Mendoza,Products,13.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10977173-1_1580611217.png,,,
6406,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,14 %,3.6 g/L,Red,750 ml,G.D. Vajra,Montalvin Inc. (GB),13198626,08026720113129,,13198626,G.D. Vajra Barbera d'Alba Superiore,Products,43.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13198626-1_1581315622.png,Barbera dAlba,,
6407,Portugal,"Alentejo, Alentajano",Vinho regional,Arinto 100 %,13 %,1.7 g/L,White,750 ml,Fundação Eugénio de Almeida,Alivin Canada Inc.,14431354,05602720120188,,14431354,Fundacao Eugénio de Almeida Cartuxa EA Alentajano,Products,17.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14431354-1_1586875217.png,,,Organic product
6408,Spain,"Vallée de lEbre, Val de Jalon",Vino de la tierra,White grenache 100 %,13 %,1.4 g/L,White,750 ml,Bodegas Frontonio,Vinicolor-Les Vins Alexandre St-Pierre,14537976,00635131098208,,14537976,Frontonio Botijo Blanco Valdejalon,Products,18.85,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14537976-1_1600969527.png,,,
6409,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,13.5 %,3.4 g/L,Red,750 ml,G.D. Vajra,Montalvin Inc. (GB),13112167,08026720113228,,13112167,G.D. Vajra Barbera d'Alba,Products,29.35,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13112167-1_1581314116.png,Barbera dAlba,,
6410,Argentina,"Mendoza, Mendoza",Indication géographique (IG),"Syrah 70 %, Malbec 30 %",13 %,4.9 g/L,Red,1 L,Fuzion Wines,Les Sélections François Fréchette,10905381,07791728021912,,10905381,Fuzion Shiraz Malbec Mendoza,Products,12.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10905381-1_1580610020.png,,,
6411,Argentina,"Mendoza, Mendoza",Indication géographique (IG),Shiraz 100 %,13.5 %,3.6 g/L,Pink,750 ml,Familia Zuccardi,Les Sélections François Fréchette,12522156,07791728021592,,12522156,Fuzion Shiraz,Products,9.55,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12522156-1_1578345018.png,,,
6412,France,"Sud-Ouest, Garonne et Lot",(AOC/AOP) Appellation origine controlée/protégée,"Négrette 50 %, Syrah 50 %",14 %,1.6 g/L,Red,750 ml,Guy Salmona,Les InVinQ 9399-2691 Québec Inc.,13402324,03760055500111,,13402324,Fronton Les Complices Château Laurou,Products,21.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13402324-1_1578535509.png,Fronton,,Organic product
6413,Austria,Niederösterreich,Qualitätswein,Grüner veltliner 100 %,12.5 %,2.1 g/L,White,750 ml,Weinbau Karl Fritsch,Avant Garde Vins et Spiritueux(7213085 C,11885203,09120011265876,,11885203,Fritsch Grüner Veltliner,Products,19.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11885203-1_1580628319.png,Wagram,,Organic product
