,Country,Region,Regulated Designation,Grape variety,Degree of alcohol,Sugar content,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,productReviews,image_link,Designation of origin,Classification,Special feature
9259,Chile,"Aconcagua, Valle de San Antonio",Denominación de origen (DO),Pinot noir 100 %,13.5 %,2.3 g/L,Red,750 ml,Vina Undurraga,Vinéo Inc.,13994016,07804315002024,,13994016,Sibaris Pinot Noir Gran Reserva Aconcagua,Products,17.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13994016-1_1578548124.png,Valle de Leyda,Gran reserva,
9260,United States,"California, North Coast",American Viticultural Areas (AVA),"Cabernet sauvignon 91 %, Cabernet franc 9 %",15.8 %,,Red,750 ml,Signorello Estate,Tocade,13105864,00752183270465,,13105864,Signorello Padrone,Products,255,false,simple,0,,,Napa Valley,,
9261,New Zealand,"South Island, Central Otago",Table wine,Pinot noir 100 %,13.5 %,1.5 g/L,Red,750 ml,Quartz Reef,Vintrinsec (7909284 Canada inc.),12902167,09421002706003,,12902167,Shed 6 Pinot Noir Central Otago,Products,32.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12902167-1_1578434112.png,,Estate bottled,
9262,New Zealand,"South Island, Canterbury/Waipara valley",Table wine,Pinot noir 100 %,13.5 %,3.4 g/L,Red,750 ml,Sherwood Estate Wines,Langevin Inc.,10384061,09417955616735,,10384061,Sherwood Estate Pinot Noir,Products,23.55,false,simple,4,1,https://www.saq.com/media/catalog/product/1/0/10384061-1_1594758913.png,,,
9263,Italy,"Sicily, Terre Siciliane",IGP/IGT Indicazione Geografica protetta / tipica,Syrah 100 %,12.5 %,8.7 g/L,Pink,750 ml,Enoitalia SPA,Divin Paradis Inc.,12521639,08003625005131,,12521639,Si Rosa Terre Siciliane,Products,14.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12521639-1_1578345016.png,,,
9264,Spain,Vallée du Duero,Denominación de origen (DO),Verdejo 100 %,13.5 %,1.6 g/L,White,750 ml,Bodegas y Viñedos Shaya S.L.,Vins Balthazard Inc. (CAD),11377014,08437005068438,,11377014,Shaya Verdejo,Products,21.7,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11377014-1_1595349032.png,Rueda,,
9265,Chile,"Valle Central, Valle del Rapel",Denominación de origen (DO),Carmenere 100 %,14 %,2.8 g/L,Red,750 ml,Viña Siegel S.A.,Sylvestre Vins et Spiritueux Inc.,13676051,07809585501932,,13676051,Siegel Single Vineyard Carménere,Products,24.9,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13676051-1_1582040137.png,Palmilla,Reserva,
9266,Spain,Vallée du Duero,Denominación de origen (DO),Verdejo 100 %,13.5 %,,White,750 ml,Bodegas y Viñedos Shaya S.L.,Vins Balthazard Inc. (CAD),14355283,08437005068919,,14355283,Shaya Habis Rueda,Products,36.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14355283-1_1588617318.png,Rueda,,
9267,United States,Washington,American Viticultural Areas (AVA),"Cabernet sauvignon 41 %, Merlot 36 %, Petit verdot 13 %, Cabernet franc 10 %",14.9 %,,Red,750 ml,Seven Hills Winery,Roucet-Couture Inc(pour produits réseaux,14093316,00731564000747,,14093316,Seven Hills Ciel du Cheval,Products,73.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14093316-1_1578551417.png,Red Mountain,,
9268,Spain,Côte Méditerranéenne,Denominación de origen (DO),"Verdejo 85 %, Macabeo 15 %",12.5 %,&lt;1.2 g/L,White,750 ml,Sierra Norte,Importation Épicurienne Inc,14234001,08436017631456,,14234001,Sierra Norte Mariluna Valencia,Products,16.05,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14234001-1_1578554421.png,Valencia,,Organic product
9269,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14 %,,Red,750 ml,SERRADENARI SOCIETA AGRICOLA,Symbiose vins et cies inc.,14496828,08033424760047,,14496828,Serradenari Giulia Negri la Tartufaia Barolo,Products,59.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14496828-1_1593533117.png,Barolo,,
9270,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,14 %,2.1 g/L,Red,750 ml,Silvio Grasso di Grasso Alessio Federico,Sélection Rezin (vins),11580080,08033286752686,,11580080,Silvio Grasso Barbera D'Alba,Products,25.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11580080-1_1585159209.png,Barbera dAlba,,
9271,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 70 %, Cabernet franc 25 %, Cabernet sauvignon 5 %",13.5 %,2.1 g/L,Red,750 ml,De Boüard de Laforest &amp; Fils,Vins Philippe Dandurand Ltée,12355853,03662782100384,,12355853,Silver Bell Saint Émilion Grand Cru,Products,42.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12355853-1_1580663411.png,Saint-Emilion Grand Cru,,
9272,United States,"California, North Coast",American Viticultural Areas (AVA),"Sauvignon blanc 94 %, Sémillon 6 %",13.9 %,1.7 g/L,White,750 ml,Silverado Vineyards,Vinéo Inc.,14131191,00088417880279,,14131191,Silverado Vineyards Sauvignon Blanc Miller Ranch Yountville,Products,25.05,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14131191-1_1578552313.png,Yountville,Estate bottled,
9273,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Nebbiolo 40 %, Merlot 30 %, Syrah 30 %",13.5 %,1.8 g/L,Red,750 ml,Silvio Grasso di Grasso Alessio Federico,Sélection Rezin (vins),13616269,08033286752587,,13616269,Silvio Grasso Langhe Rosso,Products,25.15,false,simple,4,1,https://www.saq.com/media/catalog/product/1/3/13616269-1_1578539119.png,Langhe,,
9274,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Nebbiolo 35 %, Merlot 35 %, Cabernet sauvignon 30 %",14.5 %,1.4 g/L,Red,750 ml,Gaja,Le Maitre de Chai (GB),10230926,08032636149749,,10230926,Sito Moresco Gaja Langhe,Products,73.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10230926-1_1580594420.png,Langhe,,
9275,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),Sangiovese 100 %,15 %,,Red,750 ml,Az. Agr. Pacenti Siro,Noble Sélection,13387697,08032973112635,,13387697,Siro Pacenti Brunello di Montalcino Riserva PS,Products,266.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13387697-1_1578535217.png,Brunello di Montalcino,Riserva,
9276,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Domaine Simon Bize &amp; Fils,Noble Sélection,14163370,04000141633705,,14163370,Simon Bize et Fils Savigny-les-Beaune Premier Cru Les Fournaux,Products,99.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14163370-1_1582217435.png,Savigny-lès-Beaune Premier Cru,,
9277,France,"Bourgogne, Chablis et Grand Auxerrois",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,12.7 %,,White,750 ml,Simonnet-Febvre,Mark Anthony Brands Ltd,10864970,03422511150321,,10864970,Simonnet-Febvre Chablis,Products,25.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10864970-1_1580609709.png,Chablis,,
9278,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Nebbiolo 35 %, Merlot 35 %, Cabernet sauvignon 30 %",14.5 %,1.4 g/L,Red,750 ml,Gaja,Le Maitre de Chai (GB),14511194,08051732910138,,14511194,Sito Moresco Gaja Langhe,Products,75.25,false,simple,0,,,Langhe,,
9279,United States,"California, North Coast",American Viticultural Areas (AVA),"Cabernet sauvignon 95 %, Merlot 4 %, Petit verdot 1 %",14.3 %,,Red,750 ml,Silver Oak Cellars,Onivino Vins et Spiritueux Inc.,14549133,04000145491332,,14549133,Silver Oak Cabernet Sauvignon Alexander Valley,Products,131.75,false,simple,0,,,Alexander Valley,,
9280,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13.5 %,,Red,750 ml,Domaine Simon Bize &amp; Fils,Noble Sélection,11815230,00795898004673,,11815230,Simon Bize & Fils Savigny lès Beaune Premier Cru Les Talmettes,Products,101.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11815230-1_1580627125.png,Savigny-lès-Beaune Premier Cru,,
9281,United States,"California, North Coast",American Viticultural Areas (AVA),"Merlot 82 %, Cabernet franc 15 %, Petit verdot 3 %",14.8 %,,Red,750 ml,Twomey Cellars,Onivino Vins et Spiritueux Inc.,13978420,00785214390757,,13978420,Silver Oak Twomey Merlot,Products,101,false,simple,0,,,Napa Valley,Estate bottled,
9282,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),Sangiovese 100 %,14.5 %,,Red,750 ml,Az. Agr. Pacenti Siro,Noble Sélection,13390802,08032973114431,,13390802,Siro Pacenti Pellagrilli,Products,70.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13390802-1_1578535218.png,Brunello di Montalcino,,
9283,Portugal,Porto/Douro,Denominação Origem Controlada,"Tinta roriz 30 %, Touriga Franca 25 %, Touriga nacional 25 %, Tinto(a) Cão 20 %",13 %,1.6 g/L,Red,750 ml,Quinta da Romaneira,LBV International Inc.,12291319,05605538002004,,12291319,Sino da Romaneira Douro,Products,19.9,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12291319-1_1580662813.png,Douro,Mention dâge,
9284,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13.5 %,,Red,750 ml,Domaine Simon Bize &amp; Fils,Noble Sélection,14163361,04000141633613,,14163361,Simon Bize & Fils Savigny-les-Beaune Premier Cru Les Talmettes,Products,99.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14163361-1_1582207226.png,Savigny-lès-Beaune Premier Cru,,
9285,Italy,"Tuscany, Toscana",IGP/IGT Indicazione Geografica protetta / tipica,Sangiovese 100 %,13 %,2.2 g/L,Red,750 ml,Silvio Messana,Oenopole Inc.,13897574,07056326315390,,13897574,Silvio Messana Montesecondo,Products,24.6,false,simple,2.5,4,https://www.saq.com/media/catalog/product/1/3/13897574-1_1578544820.png,,,
9286,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),Sangiovese 100 %,14.5 %,,Red,750 ml,Az. Agr. Pacenti Siro,Noble Sélection,14110235,08032973114134,,14110235,Siro Pacenti Vecchie Vigne Brunello di Montalcino,Products,130,false,simple,0,,,Brunello di Montalcino,,
9287,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),Sangiovese 100 %,14.5 %,,Red,750 ml,Az. Agr. Pacenti Siro,Noble Sélection,13798381,04000137983814,,13798381,Siro Pacenti Vecchie Vigne Brunello di Montalcino,Products,129,false,simple,0,,,Brunello di Montalcino,,
9288,Spain,,Vino de mesa,Verdejo 100 %,0.5 %,35 g/L,White,750 ml,Sin Alcohol S.L,Valmonti Inc.,13993021,08436532093470,,13993021,Sin Alcohol Win Verdejo,Products,11.1,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13993021-1_1578548120.png,,,"De-alcoholized (0,5% or less)"
9289,United States,,,Chardonnay 100 %,13.5 %,7.7 g/L,White,750 ml,The Wine Group,Corby Spiritueux et Vins Limitée,14133859,00081308003542,,14133859,Slow Press Chardonnay Monterey County,Products,17.7,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14133859-1_1582145732.png,,,
9290,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,1.9 g/L,Red,750 ml,Silvio Grasso di Grasso Alessio Federico,Sélection Rezin (vins),12287782,08033286752761,,12287782,Silvio Grasso Barolo,Products,49.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12287782-1_1585159209.png,Barolo,,
9291,South Africa,"Western Cape, Cape South Coast",Wine of origin (WO),"Shiraz 42 %, Mourvèdre 26 %, Touriga nacional 21 %, Trajadura 11 %",14.5 %,1.7 g/L,Red,750 ml,De Trafford Wines (Pty) Ltd.,Vintrinsec (7909284 Canada inc.),11447473,00676814001337,,11447473,Sijnn Shiraz / Mourvèdre / Touriga National / Trincadeira,Products,33.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11447473-1_1580618112.png,Swellendam,,
9292,United States,Washington,Table wine,"Cabernet sauvignon 80 %, Merlot 14 %, Syrah 3 %, Tempranillo 3 %",13.5 %,3.5 g/L,Red,750 ml,Deutsch Family Wine &amp; Spirits,Société de Vins Fins Ltée.,14139943,00031259048338,,14139943,Skyfall Vineyard Cabernet-sauvignon Columbia Valley,Products,22.9,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14139943-1_1578552321.png,,,
9293,United States,Washington,American Viticultural Areas (AVA),Chardonnay 100 %,13.5 %,,White,750 ml,K. Vintners,Divin Paradis Inc.,13910134,00184745005008,,13910134,Sixto Uncovered Chardonnay K Vintners,Products,50.75,false,simple,0,,,Columbia Valley,,
9294,United States,"California, North Coast",American Viticultural Areas (AVA),Cabernet sauvignon 100 %,15 %,,Red,750 ml,Snowden Vineyards,Le Maitre de Chai (GB),12904226,00188755000305,,12904226,Snowden Cabernet-Sauvignon Brothers Vineyard,Products,133,false,simple,0,,,Napa Valley,,
9295,United States,"California, North Coast",American Viticultural Areas (AVA),Sauvignon blanc 100 %,14 %,,White,750 ml,Snowden Vineyards,Le Maitre de Chai (GB),12904040,00188755000367,,12904040,Snowden Sunninghill Sauvignon Blanc,Products,53,false,simple,0,,,Napa Valley,,
9296,Australia,Australia,Table wine,Cabernet sauvignon 100 %,13 %,6.6 g/L,Red,750 ml,Smoky Bay,Univins et spiritueux Inc,12479872,00057496005569,Bottled in Québec,12479872,Smoky Bay Cabernet Sauvignon,Products,8.9,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12479872-1_1580667017.png,,,
9297,Italy,"Puglia, Puglia",IGP/IGT Indicazione Geografica protetta / tipica,Sangiovese 100 %,13 %,7.8 g/L,Red,750 ml,M.G.M. Mondo del Vino SRL,"Elixirs, Vins et Spiritueux Inc.",13358239,08055684025537,,13358239,Soprasasso Sangiovese Puglia,Products,14.6,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13358239-1_1578534618.png,,,
9298,United States,California,Table wine,Chardonnay 100 %,14.2 %,2.8 g/L,White,750 ml,Sonoma-Cutrer Vineyards,Peter Mielzynski Agencies Limited,14431637,00769611100324,,14431637,Sonoma-Cutrer Russian River Ranches Sonoma,Products,27.85,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14431637-1_1594328129.png,,,
9299,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),Sangiovese 100 %,14 %,,Red,750 ml,Societa Agricola Lisini S.s.,Vinicolor-Les Vins Alexandre St-Pierre,13925168,08032692222110,,13925168,Societa Agricola Lisini Brunello di Montalcino,Products,86.5,false,simple,0,,,Brunello di Montalcino,,
9300,United States,California,Table wine,"Chardonnay 89 %, Chenin blanc 6 %, Viognier 5 %",13.5 %,7 g/L,White,750 ml,Don Sebastiani &amp; Sons,Sélect Vins Ltée.,14538274,00017444000893,,14538274,Smoking Loon Steelbird,Products,16.3,false,simple,4,1,https://www.saq.com/media/catalog/product/1/4/14538274-1_1600789569.png,,,
9301,Argentina,"La Rioja, Famatina",Indication géographique (IG),Torrontes 100 %,13.5 %,3.1 g/L,White,750 ml,Wine Arts S.A.,Importations BMT Inc,13256048,00859082005065,,13256048,Sol Fa Soul Torrontes,Products,16.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13256048-1_1578443119.png,,,
9302,Bulgaria,Thracian Valley,Table wine,Pinot noir 100 %,13.5 %,3.6 g/L,Red,750 ml,Edoardo Miroglio,Importation Épicurienne Inc,11885377,03800213972777,,11885377,Soli Pinot Noir Thracian Valley,Products,14.5,false,simple,1,1,https://www.saq.com/media/catalog/product/1/1/11885377-1_1580628320.png,,,
9303,Austria,Niederösterreich,Qualitätswein,Grüner veltliner 100 %,13.5 %,2.7 g/L,White,750 ml,Domäne Wachau,Vinicole,13788087,09007500156573,,13788087,Smaragd Terrassen Grüner Veltliner Domäne Wachau,Products,28.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13788087-1_1578542416.png,Wachau,Smaragd,
9304,Australia,Australia,Table wine,Cabernet sauvignon 100 %,13 %,7.1 g/L,Red,3 L,Smoky Bay,Univins et spiritueux Inc,12560435,00057496007556,Bottled in Québec,12560435,Smoky Bay,Products,28.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12560435-1_1578346220.png,,,
9305,Italy,"Tuscany, Toscana",IGP/IGT Indicazione Geografica protetta / tipica,Sangiovese 100 %,13.5 %,,Red,1.5 L,Azienda Agricola Case Basse Di Soldera Gianfranco,LEnoteca di Moreno de Marchi,14199102,08033389320140,,14199102,Soldera Toscana Sangiovese,Products,1509,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14199102-1_1580400909.png,,,
9306,United States,Oregon,American Viticultural Areas (AVA),"Syrah 50 %, Montepulciano 25 %, Sangiovese 25 %",13.5 %,8.7 g/L,Red,750 ml,Sokol Blosser Winery,Noble Sélection,12704304,00088473608114,,12704304,Sokol Blosser Evolution Red,Products,20.05,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12704304-1_1578408315.png,Willamette Valley,,
9307,Germany,,Qualitatswein bestimmter Anbaugebiete (QbA),Riesling 100 %,11 %,9.4 g/L,White,750 ml,Reh Kendermann GmbH Weinkelleri,Peter Mielzynski Agencies Limited,13861011,00785859881252,,13861011,Soil Edition Riesling vom Rotliegenden,Products,18,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13861011-1_1578543925.png,,,
9308,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,13.5 %,,Red,750 ml,Azienda Agricola Sottimano,Le Maitre de Chai (GB),14511080,04000145110806,,14511080,Sottimano Barbaresco Fausoni,Products,99.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14511080-1_1595256049.png,Barbaresco,,
9309,United States,"California, North Coast",American Viticultural Areas (AVA),Cabernet sauvignon 100 %,14 %,1.5 g/L,Red,750 ml,Snowden Vineyards,Le Maitre de Chai (GB),14477504,00188755000589,,14477504,Snowden Cabernet Sauvignon The Ranch Napa Valley,Products,85,false,simple,5,1,https://www.saq.com/media/catalog/product/1/4/14477504-1_1587144630.png,Napa Valley,,
9310,Germany,Mosel,Qualitatswein bestimmter Anbaugebiete (QbA),Riesling 100 %,12.2 %,9.9 g/L,White,750 ml,Reichsgraf von Kesselstatt,Divin Paradis Inc.,13638468,04005823442132,,13638468,Sommerpalais Reichsgraf von Kesselstatt,Products,19.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13638468-1_1578539723.png,Mosel,,
9311,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,13.5 %,,Red,750 ml,Azienda Agricola Sottimano,Le Maitre de Chai (GB),13928001,04000139280010,,13928001,Sottimano Barbaresco Fausoni,Products,102.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13928001-1_1578546604.png,Barbaresco,,
9312,Greece,"Sterea Ellada / Central Greece, Viotia",Protected geographical indication (PGI),Assyrtiko 100 %,13 %,1.3 g/L,White,750 ml,VINEYARD VINICULTURE SOKOS S.A.,Essencia Vins et Spiritueux,13917256,05203814075089,,13917256,Sokos Assyrtiko Central Greece,Products,16.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13917256-1_1578545715.png,,,
9313,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14 %,3.2 g/L,Red,750 ml,Azienda Agricola Sordo Giovanni di Sordo Giorgio,Les Breuvages Fenzovino International,13671348,08026237621018,,13671348,Sordo Perno Barolo,Products,52.25,false,simple,0,,,Barolo,,
9314,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14 %,1.2 g/L,Red,750 ml,Socré,Connexion Oenophilia Inc.,13558505,08053677391294,,13558505,Socré Barbaresco,Products,37.75,false,simple,0,,,Barbaresco,,
