Country,Region,Degree of alcohol,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,image_link,productReviews,Classification,Special feature,Designation of origin,Regulated Designation,Grape variety,Sugar content
Haiti,,43 %,White,700 ml,La Maison &amp; Velier Sas,Corporation Bella Vita International,14311045,03700597303870,,14311045,Clairin Communal,Products,57.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14311045-1_1580352921.png,,,,,,,
France,,44 %,,700 ml,Pierre Ferrand,Corporation Bella Vita International,12039682,03460410507877,,12039682,Citadelle,Products,30.5,false,simple,5,https://www.saq.com/media/catalog/product/1/2/12039682-1_1580658916.png,1,,,,,,
Mexico,Jalisco,40 %,Pink,750 ml,Codigo 1530 Tequila,Southern Glazers Wine,13984387,00859061006113,,13984387,Codigo 1530 Tequila Rosa Silver,Products,89.75,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13984387-1_1578547521.png,1,Silver (blanco ou plata),,Tequila,Dénomination dorigine (DO),,
France,"Poitou-Charentes, Fins bois",40 %,Amber,700 ml,Croizet SAS,Les Sélections François Fréchette,13924253,00801598101915,,13924253,Cognac Croizet VS,Products,59,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13924253-1_1578546600.png,,V.S. (Very Special),,Cognac,Appellation origine controlée (AOC),Ugni blanc 100 %,
United States,Alabama,42.5 %,Amber,750 ml,Clyde Mays,"Elixirs, Vins et Spiritueux Inc.",13982752,00056160000015,,13982752,Clyde May's Original Alabama Style Whiskey,Products,58.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13982752-1_1578547517.png,0,,,,,,
Mexico,Jalisco,40 %,Blond,750 ml,Codigo 1530 Tequila,Southern Glazers Wine,13924165,00859061006014,,13924165,Codigo 1530 Tequila Reposado,Products,96.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13924165-1_1578546037.png,,Aged (reposado ou dorado),,Tequila,Dénomination dorigine (DO),,
France,Sud-Ouest,40 %,Amber,700 ml,Maison Lauvia,Connexion Oenophilia Inc.,14160275,03572830000033,,14160275,Comte de Lauvia,Products,50.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14160275-1_1578552919.png,,,,Armagnac,Appellation origine controlée (AOC),,
Canada,Ontario,40 %,Amber,750 ml,Brown-Forman Beverage Worldwide,Charton Hobbs Inc,13026875,00081128034061,,13026875,Collingwood,Products,35.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13026875-1_1581312613.png,,,,,,,
United Kingdom,"Scotland, Vallée de Spey",48.2 %,Golden,750 ml,Diageo Scotland Limited,Diageo Canada Inc.,13572366,00088076181717,,13572366,Convalmore 32 years old Single Malt Scotch Whisky,Products,1600,false,simple,0,,,Mention dâge,,,,,
France,Poitou-Charentes,40 %,Amber,750 ml,Courvoisier SA,Beam Canada Inc.,11728259,03049197810020,,11728259,Courvoisier X.O.,Products,241,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11728259-1_1580626226.png,0,X.O. (Extra Old),,Cognac,Appellation origine controlée (AOC),,
Mexico,Jalisco,42 %,,750 ml,Destileria Convite S.A. de C.V.,Les Entreprises Santos Forero Inc.,13845918,07500326362309,,13845918,Convite Mezcal Espadin-Madrecuixe,Products,95.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13845918-1_1580572511.png,,Silver (blanco ou plata),,Tequila,Dénomination dorigine (DO),,
France,Poitou-Charentes,42 %,Amber,700 ml,Courvoisier SA,Beam Canada Inc.,11585104,03049197710092,,11585104,Courvoisier Succession J.S. Le Cognac de Napoléon,Products,4470,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11585104-1_1580623818.png,,X.O. (Extra Old),,Cognac,Appellation origine controlée (AOC),,
United Kingdom,"Scotland, Highlands",46 %,Amber,700 ml,Compass Box Whisky co.,À INACTIVKirkwood Diamond Canada Partner,11607676,05065000482602,,11607676,Compass Box The Spice Tree Scotch Blended Malt,Products,80.75,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11607676-1_1580624408.png,,,,,,,
France,Poitou-Charentes,40 %,Amber,50 ml,Courvoisier SA,Beam Canada Inc.,13495022,03049197110199,,13495022,Courvoisier V.S,Products,6.05,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13495022-1_1578536712.png,,,,Cognac,Appellation origine controlée (AOC),,
France,"Poitou-Charentes, Fins bois",40 %,Golden,750 ml,Courvoisier SA,Beam Canada Inc.,14420268,00080686961437,,14420268,Courvoisier Sherry Cask Finish,Products,119.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14420268-1_1586875216.png,0,,,Cognac,Appellation origine controlée (AOC),,
United Kingdom,"Scotland, Islay",46 %,Amber,750 ml,Compass Box Whisky co.,À INACTIVKirkwood Diamond Canada Partner,11534702,00832889006213,,11534702,Compass Box The Peat Monster Scotch Blended Malt,Products,70,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11534702-1_1580622619.png,0,,,,,,
France,"Poitou-Charentes, Fins bois",40 %,Amber,750 ml,Cognac Gautier,Southern Glazers Wine,13737992,03269555142963,,13737992,Cognac Gautier VSOP,Products,72.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13737992-1_1578541518.png,,V.S.O.P. (Very Special Old Pale),,Cognac,Appellation origine controlée (AOC),,
Mexico,,40 %,,750 ml,Sazerac Company Inc.,Charton Hobbs Inc,13862443,00083089004046,,13862443,Corazon Anejo,Products,55.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13862443-1_1578544215.png,,,,,,,
France,,40 %,,375 ml,Cls Rémy Cointreau,Southern Glazers Wine,11346576,03035542011303,,11346576,Cointreau,Products,20.35,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11346576-1_1603975825.png,,,,,,,
France,Normandie,42 %,Amber,700 ml,Calvados Christian Drouin,Corporation Bella Vita International,12830626,03297364272755,,12830626,Comte Louis de Lauriston Domfrontais Millésime 1975 Calvados,Products,378,false,simple,0,,,Mention dâge,,Calvados,Appellation origine controlée (AOC),,
Canada,Quebec,40 %,,750 ml,Comont Maîtres Distillateurs,,14676001,00628011553201,Made in Québec,14676001,Comont Spiritueux d'Agave,Products,54.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14676001-1_1606768840.png,0,Silver (blanco ou plata),,,,,
France,Poitou-Charentes,40 %,Amber,375 ml,Courvoisier SA,Beam Canada Inc.,13144097,03049197110564,,13144097,Courvoisier V.S.,Products,31,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13144097-1_1581314727.png,,,,Cognac,Appellation origine controlée (AOC),,
United Kingdom,"Scotland, Lowlands",43 %,Blond,750 ml,Compass Box Whisky co.,À INACTIVKirkwood Diamond Canada Partner,13862259,00832889008255,,13862259,Compass Box Great King Street Delicious Whiskey Artist blend,Products,66.5,false,simple,0,,,,,,,,
France,Poitou-Charentes,42 %,Amber,700 ml,Courvoisier SA,Beam Canada Inc.,11339253,03049197710115,,11339253,Courvoisier L'Essence,Products,3225.5,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11339253-1_1580616314.png,,X.O. (Extra Old),,Cognac,Appellation origine controlée (AOC),,
France,Normandie,42 %,Amber,700 ml,Calvados Christian Drouin,Corporation Bella Vita International,12830669,03297364272632,,12830669,Comte Louis de Lauriston Domfrontais Calvados,Products,629,false,simple,0,,,Vintage,,Calvados,Appellation origine controlée (AOC),,
Canada,"Quebec, Montérégie",31.7 %,Amber,750 ml,Les Spiritueux Ungava Ltée,Corby Spiritueux et Vins Limitée,11724979,00854745000722,Bottled in Québec,11724979,Coureur des Bois,Products,36,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11724979-1_1580626223.png,0,,,,,,
United Kingdom,"Scotland, Highlands",40 %,Amber,750 ml,Cragganmore Distillery,Diageo Canada Inc.,192732,00088110090050,,192732,Cragganmore 12 Years Old Highland Scotch Single Malt,Products,78.5,false,simple,0,https://www.saq.com/media/catalog/product/1/9/192732-1_1580592609.png,0,,,,,,
France,"Poitou-Charentes, Fins bois",43 %,Amber,700 ml,Larsen SA,Importation Épicurienne Inc,13481991,03272512011707,,13481991,Cognac Larsen Winter Blend,Products,67.5,false,simple,0,,,,,Cognac,Appellation origine controlée (AOC),Ugni blanc 100 %,
France,Poitou-Charentes,40 %,Amber,750 ml,Courvoisier SA,Beam Canada Inc.,9902,03349197210753,,9902,Courvoisier V.S.O.P.,Products,78.75,false,simple,5,https://www.saq.com/media/catalog/product/9/9/9902-1_1580619010.png,1,,,Cognac,Appellation origine controlée (AOC),,
Mexico,Jalisco,40 %,,750 ml,Bacardi Canada Inc.,Bacardi Canada Inc.,13232038,00080480980580,,13232038,Corzo Tequila Silver,Products,78.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13232038-1_1578442817.png,,Silver (blanco ou plata),,Tequila,Dénomination dorigine (DO),,
United States,Illinois,40 %,Amber,750 ml,Cruzan Rum Distillery,Beam Canada Inc.,11661496,00080686967026,,11661496,Cruzan Single Barrel,Products,40.5,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11661496-1_1580625313.png,0,Mention dâge,,,,,
Canada,Newfoundland and Labrador,40 %,,50 ml,Globefill inc.,Mosaiq Vins et Spiritueux Inc.,12533752,00627040411452,,12533752,Crystal Head,Products,9.95,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12533752-1_1578345611.png,,,,,,,
Canada,Quebec,40 %,Amber,750 ml,Diageo Canada Inc.,Diageo Canada Inc.,14056646,00082000789499,Bottled in Québec,14056646,Crown Royal French Oak Cask Finished,Products,100.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14056646-1_1578550508.png,0,,,,,,
Canada,Newfoundland and Labrador,40 %,,1.75 L,Globefill inc.,Mosaiq Vins et Spiritueux Inc.,11632450,00627040411469,,11632450,Crystal Head,Products,119.75,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11632450-1_1580624722.png,,,,,,,
Canada,Newfoundland and Labrador,40 %,,750 ml,Globefill inc.,Mosaiq Vins et Spiritueux Inc.,14632842,00627040411889,,14632842,Crystal Head Onyx,Products,69.75,false,simple,4.65,https://www.saq.com/media/catalog/product/1/4/14632842-1_1602856522.png,6,,,,,,
Canada,Quebec,24 %,Pink,750 ml,Les Subversifs,Représentation La Rep Inc.,14646881,00628176166032,Bottled in Québec,14646881,Crème de Menthe Arthur,Products,33.5,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14646881-1_1603295453.png,0,,,,,,
Canada,Ontario,40 %,Amber,50 ml,Joseph E. Seagram &amp; Sons Limited,Diageo Canada Inc.,112110,00087000001992,,112110,Crown Royal,Products,4.05,false,simple,0,https://www.saq.com/media/catalog/product/1/1/112110-1_1580592013.png,,,,,,,
Canada,Ontario,40 %,Amber,1.75 L,Joseph E. Seagram &amp; Sons Limited,Diageo Canada Inc.,114694,00087000700604,,114694,Crown Royal,Products,65.25,false,simple,0,https://www.saq.com/media/catalog/product/1/1/114694-1_1580621732.png,,,,,,,
Canada,Quebec,35 %,Brown,750 ml,Diageo Canada Inc.,Diageo Canada Inc.,13985339,00082000789475,Bottled in Québec,13985339,Crown Royal Peach,Products,29.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13985339-1_1588263630.png,0,Limited Edition,,,,,
Canada,Quebec,35 %,Brown,750 ml,Diageo Canada Inc.,Diageo Canada Inc.,13879448,00082000788669,Bottled in Québec,13879448,Crown Royal Salted Caramel,Products,28.3,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13879448-1_1578544523.png,1,Limited Edition,,,,,
Canada,,40 %,Amber,750 ml,The Crown Royal Distilling Co.,Diageo Canada Inc.,12820372,00082000005124,,12820372,Crown Royal XO,Products,75,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12820372-1_1588263630.png,,,,,,,
Canada,,45 %,Amber,750 ml,The Crown Royal Distilling Co.,Diageo Canada Inc.,12820364,00082000775874,Bottled in Québec,12820364,Crown Royal Northern Harvest Rye,Products,34.75,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12820364-1_1578411023.png,0,,,,,,
South Africa,,43 %,White,750 ml,K.W.V. Ltd,Vins Philippe Dandurand Ltée,13441315,06002323015970,,13441315,Cruxland,Products,48.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13441315-1_1578535814.png,0,,,,,,
France,"Poitou-Charentes, Fins bois",40 %,Golden,700 ml,Croizet SAS,Les Sélections François Fréchette,13044563,00801598175114,,13044563,Croizet Vintage 1975 Fins Bois X.O.,Products,845,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13044563-1_1581312916.png,,,,Cognac,Appellation origine controlée (AOC),Ugni blanc 100 %,
United Kingdom,"Scotland, Vallée de Spey",56.5 %,Amber,700 ml,Gordon &amp; Macphail,Authentic Vins et Spiritueux inc,13856895,05020613066281,,13856895,Craigellachie Connoisseurs Choice Cask Strength 1991,Products,508.75,false,simple,0,,,Limited Edition,,,,,
France,,17 %,Beige,700 ml,Distillerie Longueteau,,13910450,03357900001147,,13910450,Crème au vieux rhum Longueteau,Products,54.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13910450-1_1578545417.png,,,,,,,
United Kingdom,"Scotland, Vallée de Spey",46 %,Golden,750 ml,The Craigellachie Distillery Company,Bacardi Canada Inc.,14221736,00080480005399,,14221736,Craigellachie 17 Ans Speyside Single Malt Scotch Whisky,Products,152.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14221736-1_1578554413.png,,,,,,,
Canada,Quebec,15 %,White,750 ml,Crème à Glace,"Elixirs, Vins et Spiritueux Inc.",14515005,00627843561873,Bottled in Québec,14515005,Cremaglace,Products,34.5,false,simple,5,https://www.saq.com/media/catalog/product/1/4/14515005-1_1603289118.png,3,,,,,,
Canada,Quebec,40 %,Amber,375 ml,Maison dEaubonne Cie,Charton Hobbs Inc,13142622,00088004400323,Bottled in Québec,13142622,D'Eaubonne Brandy V.S.O.P.,Products,12.3,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13142622-1_1581314725.png,,,,,,,
Canada,Ontario,40 %,Amber,375 ml,Joseph E. Seagram &amp; Sons Limited,Diageo Canada Inc.,9043,00087000007604,,9043,Crown Royal,Products,17.15,false,simple,0,https://www.saq.com/media/catalog/product/9/0/9043-1_1580607330.png,,,,,,,
Canada,Quebec,18 %,Golden,750 ml,Certico Inc,Amphora Vins Fins et Spiritueux,14233825,00830720155007,Made in Québec,14233825,Cremerable Nut Cream Maple Liquor,Products,32.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14233825-1_1578554421.png,0,,,,,,
Canada,Ontario,40 %,Golden,750 ml,Diageo Canada Inc.,Diageo Canada Inc.,13601930,00082000785408,,13601930,Crown Royal Bourbon Mash,Products,36.25,false,simple,0,,,,,,,,
United Kingdom,,40 %,,750 ml,D.J Limbrey Distilling Co. Limited,"Elixirs, Vins et Spiritueux Inc.",13629748,05060413990102,,13629748,D.J. Limbrey D1 Potato Vodka,Products,50,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13629748-1_1578539424.png,,,,,,,
Canada,,40 %,Amber,750 ml,The Crown Royal Distilling Co.,Diageo Canada Inc.,12272222,00082000766063,,12272222,Crown Royal XR Blended whisky,Products,200,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12272222-1_1587414018.png,0,,,,,,
Spain,,31 %,Golden,750 ml,D.Z. Licores S.L.U.,Vins et Spiritueux Christopher Stewart,13736404,00029929115411,,13736404,D.Z. Licores Licor 43,Products,32.5,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13736404-1_1582652707.png,2,,,,,,
France,"Poitou-Charentes, Grande Champagne",40 %,Amber,750 ml,Cognac De Luze,Société Commerciale Clément,13924350,00894098002202,,13924350,De Luze VS Fine Champagne,Products,59.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13924350-1_1578546600.png,,V.S. (Very Special),,Cognac,Appellation origine controlée (AOC),Ugni blanc 100 %,
France,,43 %,,30 ml,Distillerie Paul Devoille,Maison Invino Inc.,13497167,04286600222431,,13497167,Devoille Kirsch,Products,5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13497167-1_1578536715.png,0,,,,,,
France,Sud-Ouest,40 %,Amber,700 ml,Delord Frères SA,Corporation Bella Vita International,12612653,03324110001281,,12612653,Delord Bas-Armagnac 25 Years Old,Products,99.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12612653-1_1578359414.png,,Mention dâge,,Bas Armagnac,Appellation origine controlée (AOC),,
United Kingdom,,37.5 %,,750 ml,Halewood Wines &amp; Spirits,Authentic Vins et Spiritueux inc,14379921,05011166058960,,14379921,Dead Man's Fingers,Products,29.95,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14379921-1_1584641722.png,0,,,,,,
United Kingdom,"Scotland, Highlands",46.3 %,Amber,750 ml,Distell Ltd,Peter Mielzynski Agencies Limited,13416671,05029704217755,,13416671,Deanston Virgin Oak Highland Single Malt Scotch Whisky,Products,50.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13416671-1_1578535515.png,,,,,,,
Canada,Ontario,50 %,,750 ml,The White Distillery,,13869418,00627843605515,,13869418,Dayaa Arak,Products,34.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13869418-1_1582566317.png,0,,,,,,
Italy,,45 %,,700 ml,Antica Distilleria Quaglia SrL,G à la deux Importations de spiritueux,14003472,08011701090087,,14003472,Del Professore Crocodile Gin,Products,60.5,false,simple,5,https://www.saq.com/media/catalog/product/1/4/14003472-1_1578548425.png,1,,,,,,
France,"Poitou-Charentes, Fins bois",40 %,Amber,750 ml,FTD SASU,Divin Paradis Inc.,14393757,03544680202615,,14393757,De Chassenac V.S.O.P.,Products,60,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14393757-1_1585074914.png,,V.S. (Very Special),,Cognac,Appellation origine controlée (AOC),Ugni blanc 100 %,
France,Sud-Ouest,40 %,Amber,700 ml,Delord Frères SA,Corporation Bella Vita International,12157558,03324110001342,,12157558,Delord Bas Armagnac XO,Products,67.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12157558-1_1580660425.png,0,X.O. (Extra Old),,Bas Armagnac,Appellation origine controlée (AOC),,
Italy,Veneto,40 %,,700 ml,F. De Negri &amp; C. SAS,Importations de Vins et Spiritueux Bazzo,597534,08012915000282,,597534,De Negri Monovitigno di Prosecco,Products,36.25,false,simple,0,https://www.saq.com/media/catalog/product/5/9/597534-1_1580603128.png,,,,,,,
United Kingdom,"Scotland, Highlands",43 %,Amber,750 ml,Dalwhinnie Distillery,Diageo Canada Inc.,503086,00088076183445,,503086,Dalwhinnie Double Vieillissement Scotch Single Malt,Products,120.25,false,simple,0,https://www.saq.com/media/catalog/product/5/0/503086-1_1580601922.png,,Double vieillissement,,,,,
Canada,Quebec,40 %,,375 ml,de Kuyper Canada Inc.,Charton Hobbs Inc,33100,00088004400521,Bottled in Québec,33100,De Kuyper,Products,13.3,false,simple,0,https://www.saq.com/media/catalog/product/3/3/33100-1_1580593819.png,,,,,,,
France,Sud-Ouest,40 %,Amber,700 ml,SAS H. Dartigalongue,Corporation Bella Vita International,12692227,03242110102022,,12692227,Dartigalongue XO,Products,82.5,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12692227-1_1578361519.png,,X.O. (Extra Old),,Bas Armagnac,Appellation origine controlée (AOC),,
Mexico,,40 %,Amber,700 ml,Destileria Espiritus del Norte S.A. de C.V.,Robert Peides Inc.,13863294,00606110426114,,13863294,Destileria Espiritus del Norte Pixan 8 anos,Products,78.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13863294-1_1578544217.png,,Mention dâge,,,,,
United Kingdom,"Scotland, Highlands",43 %,Amber,750 ml,James Buchanan &amp; Co.,Diageo Canada Inc.,238097,00622153610044,,238097,Dalwhinnie 15 ans Highland Single Malt Scotch Whisky,Products,95.25,false,simple,4,https://www.saq.com/media/catalog/product/2/3/238097-1_1580592917.png,1,,,,,,
United Kingdom,"Scotland, Highlands",40 %,Amber,750 ml,Dewars,Bacardi Canada Inc.,12359192,05000277002542,,12359192,Dewar's 12 Years Old Blended Scotch Whisky,Products,46,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12359192-1_1580663416.png,0,12 ans,,,,,
Italy,,42 %,,700 ml,F. De Negri &amp; C. SAS,Importations de Vins et Spiritueux Bazzo,11556645,08012915000015,,11556645,De Negri dei Amighi,Products,64.5,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11556645-1_1580623212.png,,,,,,,
United Kingdom,"Scotland, Highlands",59.5 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14572392,05014218815382,,14572392,D.Laing Old Particular Blair Athol 25 ans Sherry Matured Highland Single Cask Strength Single Malt,Products,643,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14572392-1_1601052034.png,,Single Cask,,,,,
New Zealand,,40 %,Pink,700 ml,Dancing Sands Distillery,Le Maitre de Chai (GB),14445449,09421904304536,,14445449,Dancing Sands Sun-Kissed Strawberry & Rhubarb,Products,55.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14445449-1_1592241936.png,,,,,,,
Netherlands,,40.8 %,,700 ml,Hooghoudt Distillers BV,Alternative Vins et Spiritueux,13551477,08710924161313,,13551477,De Borgen New Style Genever,Products,50.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13551477-1_1578537317.png,,,,,,,
Canada,Quebec,40 %,,1.75 L,de Kuyper Canada Inc.,Charton Hobbs Inc,22707,00088004400514,Bottled in Québec,22707,De Kuyper,Products,51.5,false,simple,2,https://www.saq.com/media/catalog/product/2/2/22707-1_1580591726.png,1,,,,,,
Italy,,43 %,Amber,500 ml,Damilano Azienda Agricola,Avant Garde Vins et Spiritueux(7213085 C,13480138,08023587000005,,13480138,Damilano Grappa di Nebbiolo da Barolo,Products,63,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13480138-1_1578536415.png,,,,,,Nebbiolo 100 %,
Canada,Ontario,50 %,,100 ml,Dillons Small Batch Distiller,Société de Vins Fins Ltée.,13495410,00874618001113,,13495410,Dillon's Pear Bitters,Products,14.95,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13495410-1_1578536712.png,,,,,,,
Italy,,28 %,Red,700 ml,Dealp SRL,Corporation Bella Vita International,12732014,08004889088052,,12732014,Distilleria Erboristica Alpina Bitter di Torino Bella Vita,Products,27.65,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12732014-1_1578409212.png,,,,,,,
Colombia,,40 %,Amber,750 ml,Dictador,Robert Peides Inc.,13190641,07707284029378,,13190641,Dictador 10 ans,Products,56,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13190641-1_1581315616.png,0,Mention dâge,,,,,
Colombia,,40 %,Brown,750 ml,Dictador,Robert Peides Inc.,13263651,00874703003534,,13263651,Dictador 100 Months Aged Rum Café,Products,60.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13263651-1_1578443415.png,0,Mention dâge,,,,,
Venezuela,,40 %,Brown,750 ml,Destilerias Unidas S.A.,Charton Hobbs Inc,11733277,07594003626631,,11733277,Diplomatico Mantuano,Products,46.25,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11733277-1_1580626509.png,0,Mention dâge,,,,,
Canada,Quebec,30 %,Blue,750 ml,Artist in Residence Distillerie,Artist In Residence Distillerie inc. (R),14510298,00628055952268,Bottled in Québec,14510298,Distillerie Artist in Residence Orange Liquor,Products,29.9,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14510298-1_1593705307.png,0,,,,,,
Canada,Ontario,50 %,,100 ml,Dillons Small Batch Distiller,Société de Vins Fins Ltée.,13495401,00874618001106,,13495401,Dillon's Aromatic Bitters (DSB),Products,14.95,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13495401-1_1578536712.png,,,,,,,
France,,25 %,White,700 ml,Distillerie Emile Pernot,Corporation Bella Vita International,13200116,03363170001589,,13200116,Distillerie Deniset-Klainguer Absinthe,Products,38,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13200116-1_1578442208.png,,,,,,,
Venezuela,,40 %,,50 ml,Destilerias Unidas S.A.,Charton Hobbs Inc,14512331,00000075970185,,14512331,Diplomatico Reserva Exclusiva,Products,8.45,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14512331-1_1605714958.png,,Mention dâge,,,,,
Venezuela,,47 %,,750 ml,Destilerias Unidas S.A.,Charton Hobbs Inc,13788861,07594003626891,,13788861,Diplomatico Planas,Products,50.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13788861-1_1578542417.png,,Mention dâge,,,,,
Italy,,25 %,Red,700 ml,Dealp SRL,Corporation Bella Vita International,12250955,08004889003703,,12250955,Distilleria Erboristica Alpina Amaro di Erbe SS 24 Chaberto,Products,36.75,false,simple,5,https://www.saq.com/media/catalog/product/1/2/12250955-1_1580661911.png,1,,,,,,
Canada,Quebec,40 %,Amber,700 ml,Distillerie des Appalaches,Distillerie des Appalaches Inc. (R),14379904,06279871657772,Origine Québec,14379904,Distillerie des Appalaches Moins Quarante,Products,52.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14379904-1_1590503718.png,0,,,,,,
Canada,Quebec,40 %,White,500 ml,Distillerie de Québec,La QV Inc. (GB),14293959,06281105850422,Origine Québec,14293959,Distillerie de Québec Les Pervenches Collection du Terroir,Products,53.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14293959-1_1582145735.png,,,,,,Chardonnay 100 %,
Canada,Quebec,40.4 %,White,750 ml,Distillerie de Québec,La QV Inc. (GB),14622644,00628110585028,Made in Québec,14622644,Distillerie de Québec Trait-Carré,Products,41.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14622644-1_1605033040.png,0,,,,,,
Italy,,28 %,Amber,375 ml,Illva Saronno SPA,Peter Mielzynski Agencies Limited,31864,08001110015450,,31864,Disaronno Originale,Products,17.55,false,simple,0,https://www.saq.com/media/catalog/product/3/1/31864-1_1580593812.png,,,,,,,
Canada,Ontario,35 %,Amber,375 ml,Dillons Small Batch Distiller,Société de Vins Fins Ltée.,13345921,00874618001205,,13345921,Dillon's Rose Gin Liqueur à base de Gin,Products,25.15,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13345921-1_1578534610.png,,,,,,,
Venezuela,,47 %,Brown,750 ml,International Rum &amp; Spirits Distributors Inc. Amicorp (Barbado) Ltd,Charton Hobbs Inc,11819548,07594003626167,,11819548,Diplomatico Ambassador Selection,Products,331.25,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11819548-1_1580627412.png,0,,,,,,
Belgium,,40 %,,700 ml,Distillerie De Biercée,"Mon Caviste, Côté Vignes Inc.",11822675,05425024401209,,11822675,Distillerie de Biercée Orangine,Products,67,false,simple,0,,,,,,,,
Belgium,,17 %,Green,750 ml,Distillerie De Biercée,"Mon Caviste, Côté Vignes Inc.",11822632,05425024400509,,11822632,Distillerie de Biercée Arlequin,Products,43.5,false,simple,0,,,,,,,,
Canada,Ontario,50 %,,100 ml,Dillons Small Batch Distiller,Société de Vins Fins Ltée.,13495145,00874618001625,,13495145,Dillon's Orange Bitters,Products,14.95,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13495145-1_1578536712.png,,,,,,,
Canada,Quebec,23 %,Green,750 ml,Artist in Residence Distillerie,Artist In Residence Distillerie inc. (R),14422941,00628055952213,Bottled in Québec,14422941,Distillerie Artist in Residence Crème de Menthe,Products,29.95,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14422941-1_1585319708.png,0,,,,,,
Guyana,,75.5 %,White,750 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,13820809,05014396304159,,13820809,Diamond Reserve 151 Overproof,Products,40.75,false,simple,0,,,,,,,,
